ID,Name,Keywords,CodeString,MasterID
1,length,"misc,raw,lengthdep",ST_length,1
2,mean,"distribution,location,raw,locdep",DN_mean,5
3,harmonic_mean,"distribution,location,raw,locdep",DN_hmean,6
4,median,"distribution,location,raw,locdep",DN_median,8
5,trimmed_mean_1,"distribution,location,raw,locdep",DN_TrimmedMean_1,13
6,trimmed_mean_5,"distribution,location,raw,locdep",DN_TrimmedMean_5,14
7,trimmed_mean_10,"distribution,location,raw,locdep",DN_TrimmedMean_10,15
8,trimmed_mean_25,"distribution,location,raw,locdep",DN_TrimmedMean_25,16
9,trimmed_mean_50,"distribution,location,raw,locdep",DN_TrimmedMean_50,17
10,midhinge,"distribution,location,raw,locdep",DN_midhinge,9
11,DN_HistogramMode_5,"distribution,location",DN_HistogramMode_5,10
12,DN_HistogramMode_10,"distribution,location",DN_HistogramMode_10,11
13,DN_HistogramMode_20,"distribution,location",DN_HistogramMode_20,12
14,maximum,"distribution",DN_max,3
15,miminmum,"distribution",DN_min,4
16,rms,"distribution,location,raw,locdep,spreaddep",DN_rms,7
17,burstiness_Goh,"distribution,raw,locdep,spreaddep",DN_burstiness.B,2
18,burstiness_Kim,"distribution,raw,locdep,spreaddep",DN_burstiness.B_Kim,2
19,standard_deviation,"distribution,spread,raw,spreaddep",DN_Spread_std,18
20,mean_absolute_deviation,"distribution,spread,raw,spreaddep",DN_Spread_mad,19
21,interquartile_range,"distribution,spread,raw,spreaddep",DN_Spread_iqr,20
22,median_absolute_deviation,"distribution,spread,raw,spreaddep",DN_Spread_mead,21
23,DN_Moments_3,"distribution,moment,shape",DN_Moments_3,22
24,DN_Moments_4,"distribution,moment,shape",DN_Moments_4,23
25,DN_Moments_5,"distribution,moment,shape",DN_Moments_5,24
26,DN_Moments_6,"distribution,moment,shape",DN_Moments_6,25
27,DN_Moments_7,"distribution,moment,shape",DN_Moments_7,26
28,DN_Moments_8,"distribution,moment,shape",DN_Moments_8,27
29,DN_Moments_9,"distribution,moment,shape",DN_Moments_9,28
30,DN_Moments_10,"distribution,moment,shape",DN_Moments_10,29
31,DN_Moments_11,"distribution,moment,shape",DN_Moments_11,30
32,DN_Moments_raw_3,"distribution,moment,shape,raw,spreaddep",DN_Moments_raw_3,31
33,DN_Moments_raw_4,"distribution,moment,shape,raw,spreaddep",DN_Moments_raw_4,32
34,DN_Moments_raw_5,"distribution,moment,shape,raw,spreaddep",DN_Moments_raw_5,33
35,DN_Moments_raw_6,"distribution,moment,shape,raw,spreaddep",DN_Moments_raw_6,34
36,DN_Moments_raw_7,"distribution,moment,shape,raw,spreaddep",DN_Moments_raw_7,35
37,DN_Moments_raw_8,"distribution,moment,shape,raw,spreaddep",DN_Moments_raw_8,36
38,DN_Moments_raw_9,"distribution,moment,shape,raw,spreaddep",DN_Moments_raw_9,37
39,DN_Moments_raw_10,"distribution,moment,shape,raw,spreaddep",DN_Moments_raw_10,38
40,DN_Moments_raw_11,"distribution,moment,shape,raw,spreaddep",DN_Moments_raw_11,39
41,skewness_pearson,"distribution,moment,shape,raw,locdep",DN_CustomSkewness_pearson,40
42,skewness_bowley,"distribution,moment,shape",DN_CustomSkewness_bowley,41
43,coeff_var_1,"distribution,spread,cv,raw,locdep,spreaddep",DN_cv_1,83
44,coeff_var_2,"distribution,spread,cv,raw,locdep,spreaddep",DN_cv_2,84
45,DN_Withinp_05,"distribution,spread",DN_Withinp_05,42
46,DN_Withinp_10,"distribution,spread",DN_Withinp_10,43
47,DN_Withinp_15,"distribution,spread",DN_Withinp_15,44
48,DN_Withinp_20,"distribution,spread",DN_Withinp_20,45
49,DN_Withinp_25,"distribution,spread",DN_Withinp_25,46
50,DN_Withinp_30,"distribution,spread",DN_Withinp_30,47
51,DN_Withinp_median_05,"distribution,spread",DN_Withinp_median_05,48
52,DN_Withinp_median_10,"distribution,spread",DN_Withinp_median_10,49
53,DN_Withinp_median_15,"distribution,spread",DN_Withinp_median_15,50
54,DN_Withinp_median_20,"distribution,spread",DN_Withinp_median_20,51
55,DN_Withinp_median_25,"distribution,spread",DN_Withinp_median_25,52
56,DN_Withinp_median_30,"distribution,spread",DN_Withinp_median_30,53
57,DN_pleft005,"distribution,spread",DN_pleft_005,54
58,DN_pleft01,"distribution,spread",DN_pleft_01,55
59,DN_pleft02,"distribution,spread",DN_pleft_02,56
60,DN_pleft03,"distribution,spread",DN_pleft_03,57
61,DN_pleft04,"distribution,spread",DN_pleft_04,58
62,DN_pleft05,"distribution,spread",DN_pleft_05,59
63,quantile_1,"distribution",DN_Quantile_1,60
64,quantile_2,"distribution",DN_Quantile_2,61
65,quantile_3,"distribution",DN_Quantile_3,62
66,quantile_4,"distribution",DN_Quantile_4,63
67,quantile_5,"distribution",DN_Quantile_5,64
68,quantile_10,"distribution",DN_Quantile_10,65
69,quantile_20,"distribution",DN_Quantile_20,66
70,quantile_30,"distribution",DN_Quantile_30,67
71,quantile_40,"distribution",DN_Quantile_40,68
72,quantile_50,"distribution",DN_Quantile_50,69
73,quantile_60,"distribution",DN_Quantile_60,70
74,quantile_70,"distribution",DN_Quantile_70,71
75,quantile_80,"distribution",DN_Quantile_80,72
76,quantile_90,"distribution",DN_Quantile_90,73
77,quantile_91,"distribution",DN_Quantile_91,74
78,quantile_92,"distribution",DN_Quantile_92,75
79,quantile_93,"distribution",DN_Quantile_93,76
80,quantile_94,"distribution",DN_Quantile_94,77
81,quantile_95,"distribution",DN_Quantile_95,78
82,quantile_96,"distribution",DN_Quantile_96,79
83,quantile_97,"distribution",DN_Quantile_97,80
84,quantile_98,"distribution",DN_Quantile_98,81
85,quantile_99,"distribution",DN_Quantile_99,82
86,HighLowMu,"distribution,raw,locdep,spreaddep",DN_HighLowMu,85
87,propUnique,"distribution,raw",DN_Unique,86
88,ST_SimpleStats_zcross,"noisiness",ST_SimpleStats_zcross,87
89,ST_SimpleStats_pmcross,"distribution",ST_SimpleStats_pmcross,88
90,DN_ProportionValues_zeros,"distribution,raw",DN_ProportionValues_zeros,89
91,DN_ProportionValues_geq0,"distribution,raw,locdep",DN_ProportionValues_geq0,90
92,DN_ProportionValues_positive,"distribution,raw,locdep",DN_ProportionValues_positive,91
93,AC_1,"correlation",AC_1,92
94,AC_2,"correlation",AC_2,93
95,AC_3,"correlation",AC_3,94
96,AC_4,"correlation",AC_4,95
97,AC_5,"correlation",AC_5,96
98,AC_6,"correlation",AC_6,97
99,AC_7,"correlation",AC_7,98
100,AC_8,"correlation",AC_8,99
101,AC_9,"correlation",AC_9,100
102,AC_10,"correlation",AC_10,101
103,AC_11,"correlation",AC_11,102
104,AC_12,"correlation",AC_12,103
105,AC_13,"correlation",AC_13,104
106,AC_14,"correlation",AC_14,105
107,AC_15,"correlation",AC_15,106
108,AC_16,"correlation",AC_16,107
109,AC_17,"correlation",AC_17,108
110,AC_18,"correlation",AC_18,109
111,AC_19,"correlation",AC_19,110
112,AC_20,"correlation",AC_20,111
113,AC_21,"correlation",AC_21,112
114,AC_22,"correlation",AC_22,113
115,AC_23,"correlation",AC_23,114
116,AC_24,"correlation",AC_24,115
117,AC_25,"correlation",AC_25,116
118,AC_26,"correlation",AC_26,117
119,AC_27,"correlation",AC_27,118
120,AC_28,"correlation",AC_28,119
121,AC_29,"correlation",AC_29,120
122,AC_30,"correlation",AC_30,121
123,AC_31,"correlation",AC_31,122
124,AC_32,"correlation",AC_32,123
125,AC_33,"correlation",AC_33,124
126,AC_34,"correlation",AC_34,125
127,AC_35,"correlation",AC_35,126
128,AC_36,"correlation",AC_36,127
129,AC_37,"correlation",AC_37,128
130,AC_38,"correlation",AC_38,129
131,AC_39,"correlation",AC_39,130
132,AC_40,"correlation",AC_40,131
133,firstZero_acf_tau,"correlation,timescale",CO_FirstCrossing_acf_0.firstCrossing,132
134,firstZero_acf_point,"correlation,timescale",CO_FirstCrossing_acf_0.pointOfCrossing,132
135,first1e_acf_tau,"correlation,timescale",CO_FirstCrossing_acf_1e.firstCrossing,133
136,first1e_acf_point,"correlation,timescale",CO_FirstCrossing_acf_1e.pointOfCrossing,133
137,firstMin_acf,"correlation,timescale",CO_FirstMin_ac,134
138,AC_nl_12,"correlation,nonlinearautocorr",AC_nl_12,140
139,AC_nl_123,"correlation,nonlinearautocorr",AC_nl_123,141
140,AC_nl_1234,"correlation,nonlinearautocorr",AC_nl_1234,142
141,AC_nl_12345,"correlation,nonlinearautocorr",AC_nl_12345,143
142,AC_nl_123456,"correlation,nonlinearautocorr",AC_nl_123456,144
143,AC_nl_1234567,"correlation,nonlinearautocorr",AC_nl_1234567,145
144,AC_nl_12345678,"correlation,nonlinearautocorr",AC_nl_12345678,146
145,AC_nl_13,"correlation,nonlinearautocorr",AC_nl_13,147
146,AC_nl_24,"correlation,nonlinearautocorr",AC_nl_24,148
147,AC_nl_135,"correlation,nonlinearautocorr",AC_nl_135,149
148,AC_nl_246,"correlation,nonlinearautocorr",AC_nl_246,150
149,AC_nl_1357,"correlation,nonlinearautocorr",AC_nl_1357,151
150,AC_nl_2468,"correlation,nonlinearautocorr",AC_nl_2468,152
151,AC_nl_124,"correlation,nonlinearautocorr",AC_nl_124,153
152,AC_nl_134,"correlation,nonlinearautocorr",AC_nl_134,154
153,AC_nl_14,"correlation,nonlinearautocorr",AC_nl_14,155
154,AC_nl_11,"correlation,nonlinearautocorr",AC_nl_11,156
155,AC_nl_22,"correlation,nonlinearautocorr",AC_nl_22,157
156,AC_nl_33,"correlation,nonlinearautocorr",AC_nl_33,158
157,AC_nl_44,"correlation,nonlinearautocorr",AC_nl_44,159
158,AC_nl_55,"correlation,nonlinearautocorr",AC_nl_55,160
159,AC_nl_66,"correlation,nonlinearautocorr",AC_nl_66,161
160,AC_nl_011,"correlation,nonlinearautocorr",AC_nl_011,162
161,AC_nl_022,"correlation,nonlinearautocorr",AC_nl_022,163
162,AC_nl_033,"correlation,nonlinearautocorr",AC_nl_033,164
163,AC_nl_044,"correlation,nonlinearautocorr",AC_nl_044,165
164,AC_nl_055,"correlation,nonlinearautocorr",AC_nl_055,166
165,AC_nl_066,"correlation,nonlinearautocorr",AC_nl_066,167
166,AC_nl_001,"correlation,nonlinearautocorr",AC_nl_001,168
167,AC_nl_002,"correlation,nonlinearautocorr",AC_nl_002,169
168,AC_nl_003,"correlation,nonlinearautocorr",AC_nl_003,170
169,AC_nl_004,"correlation,nonlinearautocorr",AC_nl_004,171
170,AC_nl_005,"correlation,nonlinearautocorr",AC_nl_005,172
171,AC_nl_006,"correlation,nonlinearautocorr",AC_nl_006,173
172,AC_nl_012,"correlation,nonlinearautocorr",AC_nl_012,174
173,AC_nl_013,"correlation,nonlinearautocorr",AC_nl_013,175
174,AC_nl_023,"correlation,nonlinearautocorr",AC_nl_023,176
175,AC_nl_014,"correlation,nonlinearautocorr",AC_nl_014,177
176,AC_nl_024,"correlation,nonlinearautocorr",AC_nl_024,178
177,AC_nl_034,"correlation,nonlinearautocorr",AC_nl_034,179
178,AC_nl_015,"correlation,nonlinearautocorr",AC_nl_015,180
179,AC_nl_025,"correlation,nonlinearautocorr",AC_nl_025,181
180,AC_nl_035,"correlation,nonlinearautocorr",AC_nl_035,182
181,AC_nl_045,"correlation,nonlinearautocorr",AC_nl_045,183
182,AC_nl_016,"correlation,nonlinearautocorr",AC_nl_016,184
183,AC_nl_026,"correlation,nonlinearautocorr",AC_nl_026,185
184,AC_nl_036,"correlation,nonlinearautocorr",AC_nl_036,186
185,AC_nl_046,"correlation,nonlinearautocorr",AC_nl_046,187
186,AC_nl_056,"correlation,nonlinearautocorr",AC_nl_056,188
187,AC_nl_112,"correlation,nonlinearautocorr",AC_nl_112,189
188,AC_nl_113,"correlation,nonlinearautocorr",AC_nl_113,190
189,AC_nl_122,"correlation,nonlinearautocorr",AC_nl_122,191
190,AC_nl_133,"correlation,nonlinearautocorr",AC_nl_133,192
191,AC_nl_223,"correlation,nonlinearautocorr",AC_nl_223,193
192,AC_nl_233,"correlation,nonlinearautocorr",AC_nl_233,194
193,RM_ami_0,"information,correlation,AMI",CO_RM_AMInformation_0,195
194,RM_ami_1,"information,correlation,AMI",CO_RM_AMInformation_1,196
195,RM_ami_2,"information,correlation,AMI",CO_RM_AMInformation_2,197
196,RM_ami_3,"information,correlation,AMI",CO_RM_AMInformation_3,198
197,RM_ami_4,"information,correlation,AMI",CO_RM_AMInformation_4,199
198,RM_ami_5,"information,correlation,AMI",CO_RM_AMInformation_5,200
199,RM_ami_6,"information,correlation,AMI",CO_RM_AMInformation_6,201
200,RM_ami_7,"information,correlation,AMI",CO_RM_AMInformation_7,202
201,RM_ami_8,"information,correlation,AMI",CO_RM_AMInformation_8,203
202,RM_ami_9,"information,correlation,AMI",CO_RM_AMInformation_9,204
203,RM_ami_10,"information,correlation,AMI",CO_RM_AMInformation_10,205
204,firstMin_mi-gaussian,"correlation,AMI",CO_FirstMin_mi-gaussian,135
205,firstMin_mi-kraskov1_4,"correlation,AMI",CO_FirstMin_mi-kraskov1_4,136
206,firstMin_mi-kraskov2_4,"correlation,AMI",CO_FirstMin_mi-kraskov2_4,137
207,firstMin_mi-hist_5,"correlation,AMI",CO_FirstMin_mi-hist_5,138
208,firstMin_mi-hist_10,"correlation,AMI",CO_FirstMin_mi-hist_10,139
209,CO_HistogramAMI_std1_2_1,"information,correlation,AMI",CO_HistogramAMI_std1_2.ami1,206
210,CO_HistogramAMI_std1_2_2,"information,correlation,AMI",CO_HistogramAMI_std1_2.ami2,206
211,CO_HistogramAMI_std1_2_3,"information,correlation,AMI",CO_HistogramAMI_std1_2.ami3,206
212,CO_HistogramAMI_std1_2_4,"information,correlation,AMI",CO_HistogramAMI_std1_2.ami4,206
213,CO_HistogramAMI_std1_2_5,"information,correlation,AMI",CO_HistogramAMI_std1_2.ami5,206
214,CO_HistogramAMI_std1_5_1,"information,correlation,AMI",CO_HistogramAMI_std1_5.ami1,207
215,CO_HistogramAMI_std1_5_2,"information,correlation,AMI",CO_HistogramAMI_std1_5.ami2,207
216,CO_HistogramAMI_std1_5_3,"information,correlation,AMI",CO_HistogramAMI_std1_5.ami3,207
217,CO_HistogramAMI_std1_5_4,"information,correlation,AMI",CO_HistogramAMI_std1_5.ami4,207
218,CO_HistogramAMI_std1_5_5,"information,correlation,AMI",CO_HistogramAMI_std1_5.ami5,207
219,CO_HistogramAMI_std1_10_1,"information,correlation,AMI",CO_HistogramAMI_std1_10.ami1,208
220,CO_HistogramAMI_std1_10_2,"information,correlation,AMI",CO_HistogramAMI_std1_10.ami2,208
221,CO_HistogramAMI_std1_10_3,"information,correlation,AMI",CO_HistogramAMI_std1_10.ami3,208
222,CO_HistogramAMI_std1_10_4,"information,correlation,AMI",CO_HistogramAMI_std1_10.ami4,208
223,CO_HistogramAMI_std1_10_5,"information,correlation,AMI",CO_HistogramAMI_std1_10.ami5,208
224,CO_HistogramAMI_std2_2_1,"information,correlation,AMI",CO_HistogramAMI_std2_2.ami1,209
225,CO_HistogramAMI_std2_2_2,"information,correlation,AMI",CO_HistogramAMI_std2_2.ami2,209
226,CO_HistogramAMI_std2_2_3,"information,correlation,AMI",CO_HistogramAMI_std2_2.ami3,209
227,CO_HistogramAMI_std2_2_4,"information,correlation,AMI",CO_HistogramAMI_std2_2.ami4,209
228,CO_HistogramAMI_std2_2_5,"information,correlation,AMI",CO_HistogramAMI_std2_2.ami5,209
229,CO_HistogramAMI_std2_5_1,"information,correlation,AMI",CO_HistogramAMI_std2_5.ami1,210
230,CO_HistogramAMI_std2_5_2,"information,correlation,AMI",CO_HistogramAMI_std2_5.ami2,210
231,CO_HistogramAMI_std2_5_3,"information,correlation,AMI",CO_HistogramAMI_std2_5.ami3,210
232,CO_HistogramAMI_std2_5_4,"information,correlation,AMI",CO_HistogramAMI_std2_5.ami4,210
233,CO_HistogramAMI_std2_5_5,"information,correlation,AMI",CO_HistogramAMI_std2_5.ami5,210
234,CO_HistogramAMI_std2_10_1,"information,correlation,AMI",CO_HistogramAMI_std2_10.ami1,211
235,CO_HistogramAMI_std2_10_2,"information,correlation,AMI",CO_HistogramAMI_std2_10.ami2,211
236,CO_HistogramAMI_std2_10_3,"information,correlation,AMI",CO_HistogramAMI_std2_10.ami3,211
237,CO_HistogramAMI_std2_10_4,"information,correlation,AMI",CO_HistogramAMI_std2_10.ami4,211
238,CO_HistogramAMI_std2_10_5,"information,correlation,AMI",CO_HistogramAMI_std2_10.ami5,211
239,CO_HistogramAMI_even_2_1,"information,correlation,AMI",CO_HistogramAMI_even_2.ami1,212
240,CO_HistogramAMI_even_2_2,"information,correlation,AMI",CO_HistogramAMI_even_2.ami2,212
241,CO_HistogramAMI_even_2_3,"information,correlation,AMI",CO_HistogramAMI_even_2.ami3,212
242,CO_HistogramAMI_even_2_4,"information,correlation,AMI",CO_HistogramAMI_even_2.ami4,212
243,CO_HistogramAMI_even_2_5,"information,correlation,AMI",CO_HistogramAMI_even_2.ami5,212
244,CO_HistogramAMI_even_5_1,"information,correlation,AMI",CO_HistogramAMI_even_5.ami1,213
245,CO_HistogramAMI_even_5_2,"information,correlation,AMI",CO_HistogramAMI_even_5.ami2,213
246,CO_HistogramAMI_even_5_3,"information,correlation,AMI",CO_HistogramAMI_even_5.ami3,213
247,CO_HistogramAMI_even_5_4,"information,correlation,AMI",CO_HistogramAMI_even_5.ami4,213
248,CO_HistogramAMI_even_5_5,"information,correlation,AMI",CO_HistogramAMI_even_5.ami5,213
249,CO_HistogramAMI_even_10_1,"information,correlation,AMI",CO_HistogramAMI_even_10.ami1,214
250,CO_HistogramAMI_even_10_2,"information,correlation,AMI",CO_HistogramAMI_even_10.ami2,214
251,CO_HistogramAMI_even_10_3,"information,correlation,AMI",CO_HistogramAMI_even_10.ami3,214
252,CO_HistogramAMI_even_10_4,"information,correlation,AMI",CO_HistogramAMI_even_10.ami4,214
253,CO_HistogramAMI_even_10_5,"information,correlation,AMI",CO_HistogramAMI_even_10.ami5,214
254,CO_HistogramAMI_quantiles_2_1,"information,correlation,AMI",CO_HistogramAMI_quantiles_2.ami1,215
255,CO_HistogramAMI_quantiles_2_2,"information,correlation,AMI",CO_HistogramAMI_quantiles_2.ami2,215
256,CO_HistogramAMI_quantiles_2_3,"information,correlation,AMI",CO_HistogramAMI_quantiles_2.ami3,215
257,CO_HistogramAMI_quantiles_2_4,"information,correlation,AMI",CO_HistogramAMI_quantiles_2.ami4,215
258,CO_HistogramAMI_quantiles_2_5,"information,correlation,AMI",CO_HistogramAMI_quantiles_2.ami5,215
259,CO_HistogramAMI_quantiles_5_1,"information,correlation,AMI",CO_HistogramAMI_quantiles_5.ami1,216
260,CO_HistogramAMI_quantiles_5_2,"information,correlation,AMI",CO_HistogramAMI_quantiles_5.ami2,216
261,CO_HistogramAMI_quantiles_5_3,"information,correlation,AMI",CO_HistogramAMI_quantiles_5.ami3,216
262,CO_HistogramAMI_quantiles_5_4,"information,correlation,AMI",CO_HistogramAMI_quantiles_5.ami4,216
263,CO_HistogramAMI_quantiles_5_5,"information,correlation,AMI",CO_HistogramAMI_quantiles_5.ami5,216
264,CO_HistogramAMI_quantiles_10_1,"information,correlation,AMI",CO_HistogramAMI_quantiles_10.ami1,217
265,CO_HistogramAMI_quantiles_10_2,"information,correlation,AMI",CO_HistogramAMI_quantiles_10.ami2,217
266,CO_HistogramAMI_quantiles_10_3,"information,correlation,AMI",CO_HistogramAMI_quantiles_10.ami3,217
267,CO_HistogramAMI_quantiles_10_4,"information,correlation,AMI",CO_HistogramAMI_quantiles_10.ami4,217
268,CO_HistogramAMI_quantiles_10_5,"information,correlation,AMI",CO_HistogramAMI_quantiles_10.ami5,217
269,IN_AutoMutualInfoStats_40_gaussian_ami1,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami1,713
270,IN_AutoMutualInfoStats_40_gaussian_ami2,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami2,713
271,IN_AutoMutualInfoStats_40_gaussian_ami3,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami3,713
272,IN_AutoMutualInfoStats_40_gaussian_ami4,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami4,713
273,IN_AutoMutualInfoStats_40_gaussian_ami5,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami5,713
274,IN_AutoMutualInfoStats_40_gaussian_ami6,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami6,713
275,IN_AutoMutualInfoStats_40_gaussian_ami7,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami7,713
276,IN_AutoMutualInfoStats_40_gaussian_ami8,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami8,713
277,IN_AutoMutualInfoStats_40_gaussian_ami9,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami9,713
278,IN_AutoMutualInfoStats_40_gaussian_ami10,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami10,713
279,IN_AutoMutualInfoStats_40_gaussian_ami11,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami11,713
280,IN_AutoMutualInfoStats_40_gaussian_ami12,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami12,713
281,IN_AutoMutualInfoStats_40_gaussian_ami13,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami13,713
282,IN_AutoMutualInfoStats_40_gaussian_ami14,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami14,713
283,IN_AutoMutualInfoStats_40_gaussian_ami15,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami15,713
284,IN_AutoMutualInfoStats_40_gaussian_ami16,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami16,713
285,IN_AutoMutualInfoStats_40_gaussian_ami17,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami17,713
286,IN_AutoMutualInfoStats_40_gaussian_ami18,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami18,713
287,IN_AutoMutualInfoStats_40_gaussian_ami19,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami19,713
288,IN_AutoMutualInfoStats_40_gaussian_ami20,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami20,713
289,IN_AutoMutualInfoStats_40_gaussian_ami21,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami21,713
290,IN_AutoMutualInfoStats_40_gaussian_ami22,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami22,713
291,IN_AutoMutualInfoStats_40_gaussian_ami23,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami23,713
292,IN_AutoMutualInfoStats_40_gaussian_ami24,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami24,713
293,IN_AutoMutualInfoStats_40_gaussian_ami25,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami25,713
294,IN_AutoMutualInfoStats_40_gaussian_ami26,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami26,713
295,IN_AutoMutualInfoStats_40_gaussian_ami27,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami27,713
296,IN_AutoMutualInfoStats_40_gaussian_ami28,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami28,713
297,IN_AutoMutualInfoStats_40_gaussian_ami29,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami29,713
298,IN_AutoMutualInfoStats_40_gaussian_ami30,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami30,713
299,IN_AutoMutualInfoStats_40_gaussian_ami31,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami31,713
300,IN_AutoMutualInfoStats_40_gaussian_ami32,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami32,713
301,IN_AutoMutualInfoStats_40_gaussian_ami33,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami33,713
302,IN_AutoMutualInfoStats_40_gaussian_ami34,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami34,713
303,IN_AutoMutualInfoStats_40_gaussian_ami35,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami35,713
304,IN_AutoMutualInfoStats_40_gaussian_ami36,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami36,713
305,IN_AutoMutualInfoStats_40_gaussian_ami37,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami37,713
306,IN_AutoMutualInfoStats_40_gaussian_ami38,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami38,713
307,IN_AutoMutualInfoStats_40_gaussian_ami39,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami39,713
308,IN_AutoMutualInfoStats_40_gaussian_ami40,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami40,713
309,IN_AutoMutualInfoStats_40_gaussian_mami,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.mami,713
310,IN_AutoMutualInfoStats_40_gaussian_stdami,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.stdami,713
311,IN_AutoMutualInfoStats_40_gaussian_pextrema,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.pextrema,713
312,IN_AutoMutualInfoStats_40_gaussian_fmmi,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.fmmi,713
313,IN_AutoMutualInfoStats_40_gaussian_pmaxima,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.pmaxima,713
314,IN_AutoMutualInfoStats_40_gaussian_modeperiodmax,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.modeperiodmax,713
315,IN_AutoMutualInfoStats_40_gaussian_pmodeperiodmax,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.pmodeperiodmax,713
316,IN_AutoMutualInfoStats_40_gaussian_pminima,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.pminima,713
317,IN_AutoMutualInfoStats_40_gaussian_modeperiodmin,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.modeperiodmin,713
318,IN_AutoMutualInfoStats_40_gaussian_pmodeperiodmin,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.pmodeperiodmin,713
319,IN_AutoMutualInfoStats_40_gaussian_pcrossmean,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.pcrossmean,713
320,IN_AutoMutualInfoStats_40_gaussian_pcrossmedian,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.pcrossmedian,713
321,IN_AutoMutualInfoStats_40_gaussian_pcrossq10,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.pcrossq10,713
322,IN_AutoMutualInfoStats_40_gaussian_pcrossq90,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.pcrossq90,713
323,IN_AutoMutualInfoStats_40_gaussian_amiac1,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.amiac1,713
324,IN_AutoMutualInfoStats_40_kraskov1_4_ami1,"information,correlation,AMI",IN_AutoMutualInfoStats_40_kraskov1_4.ami1,714
325,IN_AutoMutualInfoStats_40_kraskov1_4_ami2,"information,correlation,AMI",IN_AutoMutualInfoStats_40_kraskov1_4.ami2,714
326,IN_AutoMutualInfoStats_40_kraskov1_4_ami3,"information,correlation,AMI",IN_AutoMutualInfoStats_40_kraskov1_4.ami3,714
327,IN_AutoMutualInfoStats_40_kraskov1_4_ami4,"information,correlation,AMI",IN_AutoMutualInfoStats_40_kraskov1_4.ami4,714
